Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
Mechelen,2800.0,1.0,house,house,497000.0,,4.0,170.0,1.0,15.0,1.0,40.0,114.0,2.0,,10551690.0,as new,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10551690
Bredene,8450.0,1.0,apartment,ground floor,169000.0,,2.0,55.0,1.0,,,,,,1.0,10620900.0,good,https://www.immoweb.be/en/classified/ground-floor/for-sale/bredene/8450/10620900
Blankenberge,8370.0,1.0,apartment,flat studio,169000.0,,0.0,47.0,1.0,,,,,2.0,,10560546.0,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/10560546
Tervuren,3080.0,1.0,house,house,499000.0,isUnderOption,4.0,166.0,1.0,25.0,1.0,76.0,231.0,2.0,,10419507.0,good,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/10419507
Scherpenheuvel-Zichem,3271.0,1.0,house,house,499000.0,,2.0,144.0,1.0,16.0,1.0,614.0,714.0,4.0,,10480626.0,as new,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3271/10480626
Ganshoren,1083.0,1.0,apartment,apartment,169000.0,isUnderOption,1.0,70.0,1.0,9.0,,,,,,10636839.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10636839
Jette,1090.0,1.0,apartment,apartment,169000.0,isUnderOption,1.0,70.0,1.0,9.0,,,,,,10636838.0,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10636838
Zaventem Sint-Stevens-Woluwe,1200.0,1.0,apartment,flat studio,170000.0,isUnderOption,0.0,37.0,1.0,4.0,,,,,,10433235.0,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/zaventem%20sint-stevens-woluwe/1200/10433235
Uccle,1180.0,1.0,apartment,flat studio,170000.0,isUnderOption,1.0,35.0,,,,,,2.0,,10547922.0,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/10547922
Balen,2490.0,1.0,apartment,ground floor,175000.0,isUnderOption,2.0,68.0,,,,,,,,10623750.0,good,https://www.immoweb.be/en/classified/ground-floor/for-sale/balen/2490/10623750
Jodoigne,1370.0,1.0,apartment,apartment,175000.0,,2.0,182.0,,,,,,2.0,,10583519.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/jodoigne/1370/10583519
Zaventem Sint-Stevens-Woluwe,1932.0,1.0,apartment,flat studio,170000.0,isUnderOption,0.0,37.0,1.0,4.0,,,,,,10433234.0,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/zaventem%20sint-stevens-woluwe/1932/10433234
Lokeren,9160.0,0.0,apartment,apartment,174000.0,,1.0,,1.0,,,,,4.0,,10629837.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/lokeren/9160/10629837
WOLUWE-SAINT-PIERRE,1150.0,1.0,apartment,flat studio,185000.0,,0.0,27.0,,,,,,2.0,,10575065.0,,https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-saint-pierre/1150/10575065
Blankenberge,8370.0,1.0,apartment,apartment,175000.0,,1.0,57.0,,,,,,2.0,,10560537.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10560537
Blankenberge,8370.0,1.0,apartment,flat studio,175000.0,,0.0,33.0,,,,,,2.0,,10560538.0,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/10560538
Marchienne-au-Pont,6030.0,1.0,apartment,apartment,179000.0,,3.0,125.0,1.0,100.0,,,,3.0,,10576912.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/marchienne-au-pont/6030/10576912
Liège 2,4020.0,1.0,apartment,apartment,185000.0,,2.0,74.0,,,,,,3.0,,10555484.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge%202/4020/10555484
Koksijde,8670.0,1.0,apartment,apartment,185000.0,,1.0,55.0,1.0,,,,,2.0,,10613883.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/10613883
Vilvoorde,1800.0,1.0,apartment,service flat,189000.0,,1.0,60.0,1.0,20.0,,,,2.0,,9866363.0,good,https://www.immoweb.be/en/classified/service-flat/for-sale/vilvoorde/1800/9866363
Anderlecht,1070.0,1.0,apartment,duplex,180000.0,isUnderOption,2.0,74.0,,,,,,2.0,,10588253.0,as new,https://www.immoweb.be/en/classified/duplex/for-sale/anderlecht/1070/10588253
Anderlecht,1070.0,,apartment,apartment,189000.0,,2.0,50.0,1.0,2.0,,,,2.0,,10188811.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10188811
Blankenberge,8370.0,1.0,apartment,apartment,187000.0,,1.0,67.0,,,,,,2.0,,10560548.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10560548
Antwerp,2140.0,1.0,apartment,apartment,188000.0,,2.0,96.0,1.0,10.0,,,,2.0,,10439648.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2140/10439648
Kortrijk,8500.0,1.0,apartment,apartment,184500.0,isUnderOption,2.0,86.0,1.0,2.0,,,,2.0,,10593548.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10593548
WOLUWE-SAINT-PIERRE,1150.0,1.0,apartment,flat studio,189500.0,,0.0,25.0,,,,,,2.0,,10575064.0,,https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-saint-pierre/1150/10575064
Turnhout,2300.0,1.0,apartment,apartment,192000.0,,1.0,61.0,1.0,6.0,,,,3.0,,10441629.0,,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10441629
Kruibeke,9150.0,1.0,house,exceptional property,499500.0,,5.0,279.0,1.0,40.0,1.0,260.0,419.0,3.0,,10491302.0,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/kruibeke/9150/10491302
Anzegem,8570.0,1.0,apartment,apartment,192500.0,,3.0,108.0,1.0,,,,,,,10584952.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/anzegem/8570/10584952
Wezembeek-Oppem,1970.0,1.0,house,villa,515000.0,isUnderOption,3.0,141.0,1.0,30.0,1.0,300.0,660.0,4.0,,10241745.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/10241745
Gent,9000.0,1.0,house,villa,516000.0,,4.0,240.0,1.0,25.0,,,655.0,,,10634868.0,good,https://www.immoweb.be/en/classified/villa/for-sale/gent/9000/10634868
Herve,4650.0,1.0,house,exceptional property,499000.0,,8.0,298.0,1.0,,1.0,1970.0,1970.0,3.0,,10563346.0,to be done up,https://www.immoweb.be/en/classified/exceptional-property/for-sale/herve/4650/10563346
Sint-Lievens-Houtem,9520.0,1.0,house,house,499000.0,isUnderOption,4.0,260.0,1.0,,,,1356.0,4.0,,10586245.0,good,https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/10586245
Nijlen,2560.0,1.0,house,villa,505000.0,,4.0,163.0,1.0,17.0,1.0,200.0,601.0,4.0,,10515440.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/nijlen/2560/10515440
Bruxelles,1120.0,1.0,house,house,505000.0,isUnderOption,4.0,188.0,1.0,15.0,1.0,50.0,178.0,3.0,,10499965.0,as new,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1120/10499965
Ternat,1740.0,1.0,house,house,520000.0,isUnderOption,3.0,244.0,1.0,20.0,1.0,600.0,984.0,4.0,,10629736.0,as new,https://www.immoweb.be/en/classified/house/for-sale/ternat/1740/10629736
Ternat Sint-Katherina-Lombeek,1742.0,1.0,house,house,520000.0,isUnderOption,3.0,244.0,1.0,20.0,1.0,600.0,984.0,4.0,,10629737.0,as new,https://www.immoweb.be/en/classified/house/for-sale/ternat%20sint-katherina-lombeek/1742/10629737
Londerzeel,1840.0,1.0,house,house,519000.0,isUnderOption,4.0,183.0,1.0,50.0,1.0,700.0,1000.0,4.0,,10619627.0,as new,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10619627
Bredene,8450.0,1.0,house,house,519000.0,,3.0,178.0,1.0,30.0,1.0,165.0,392.0,3.0,,10597962.0,as new,https://www.immoweb.be/en/classified/house/for-sale/bredene/8450/10597962
Waregem,8790.0,1.0,house,house,515000.0,,3.0,228.0,1.0,37.0,1.0,186.0,318.0,3.0,,10612439.0,as new,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/10612439
Halanzy,6792.0,1.0,house,house,520000.0,,3.0,197.0,1.0,,,,2580.0,4.0,,10594974.0,good,https://www.immoweb.be/en/classified/house/for-sale/halanzy/6792/10594974
Evere,1140.0,1.0,house,house,549000.0,isUnderOption,2.0,102.0,1.0,25.0,1.0,699.0,815.0,3.0,,10612443.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/10612443
Hannut Grand-Hallet,4280.0,1.0,house,house,539000.0,,5.0,222.0,1.0,94.0,1.0,832.0,933.0,4.0,,10557173.0,as new,https://www.immoweb.be/en/classified/house/for-sale/hannut%20grand-hallet/4280/10557173
Schaerbeek,1030.0,1.0,house,house,530000.0,,4.0,270.0,1.0,8.0,,,170.0,2.0,,10279052.0,as new,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10279052
Londerzeel,1840.0,1.0,house,house,525000.0,isUnderOption,3.0,172.0,1.0,25.0,1.0,775.0,945.0,4.0,,10605814.0,as new,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10605814
Liège,4020.0,0.0,house,house,549000.0,,3.0,260.0,1.0,4.0,,,0.0,2.0,,10571165.0,good,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4020/10571165
Hannut,4280.0,1.0,house,mixed use building,549000.0,,5.0,420.0,1.0,40.0,1.0,723.0,916.0,4.0,,10609435.0,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/hannut/4280/10609435
Putte,2580.0,1.0,house,house,549000.0,isUnderOption,4.0,187.0,1.0,30.0,1.0,60.0,225.0,3.0,,10543701.0,as new,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/10543701
Ham,3945.0,1.0,house,villa,549000.0,,5.0,351.0,,,,,0.0,4.0,,10491553.0,good,https://www.immoweb.be/en/classified/villa/for-sale/ham/3945/10491553
VARSENARE,8490.0,1.0,house,villa,549000.0,,8.0,379.0,1.0,30.0,,,872.0,4.0,,10625943.0,good,https://www.immoweb.be/en/classified/villa/for-sale/varsenare/8490/10625943
Liège,4020.0,0.0,house,apartment block,549000.0,,3.0,260.0,1.0,4.0,,,0.0,2.0,,10571164.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/li%C3%A8ge/4020/10571164
Woluwe-Saint-Pierre,1150.0,1.0,house,house,550000.0,,3.0,144.0,1.0,18.0,,,0.0,2.0,,10519068.0,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10519068
MARBAIS,1495.0,1.0,house,villa,560000.0,,3.0,370.0,,,,,1970.0,3.0,,10601155.0,good,https://www.immoweb.be/en/classified/villa/for-sale/marbais/1495/10601155
Sint-Lievens-Houtem,9520.0,1.0,house,villa,550000.0,,5.0,247.0,1.0,,,,5094.0,4.0,,10516408.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/sint-lievens-houtem/9520/10516408
MARBAIS,1495.0,1.0,house,country cottage,560000.0,,3.0,370.0,,,,,1970.0,3.0,,10601154.0,good,https://www.immoweb.be/en/classified/country-cottage/for-sale/marbais/1495/10601154
Beyne-Heusay Queue-du-Bois,4610.0,1.0,house,apartment block,559000.0,,6.0,300.0,1.0,60.0,,,370.0,2.0,,10636514.0,just renovated,https://www.immoweb.be/en/classified/apartment-block/for-sale/beyne-heusay%20queue-du-bois/4610/10636514
COURT-SAINT-ETIENNE,1490.0,1.0,house,house,550000.0,,4.0,184.0,,,,,2170.0,4.0,,9866430.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/9866430
Brye,6222.0,1.0,house,villa,560000.0,,3.0,370.0,,,,,1970.0,3.0,,10584086.0,good,https://www.immoweb.be/en/classified/villa/for-sale/brye/6222/10584086
Schaerbeek,1030.0,1.0,apartment,apartment,195000.0,isUnderOption,1.0,64.0,1.0,40.0,,,,2.0,,10365243.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10365243
Sint-Jans-Molenbeek,1080.0,1.0,apartment,apartment,198000.0,,2.0,74.0,,,,,,2.0,,10439613.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/10439613
Anderlecht,1070.0,1.0,apartment,apartment,195000.0,isUnderOption,2.0,80.0,1.0,4.0,,,,2.0,,10532322.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10532322
Schaerbeek,1030.0,1.0,apartment,duplex,195000.0,isUnderOption,2.0,97.0,1.0,11.0,,,,2.0,,10244700.0,good,https://www.immoweb.be/en/classified/duplex/for-sale/schaerbeek/1030/10244700
Schaerbeek,1030.0,1.0,apartment,apartment,195000.0,isUnderOption,2.0,97.0,1.0,11.0,,,,2.0,,10244699.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10244699
Molenbeek-St-Jean,1080.0,1.0,apartment,apartment,195000.0,,1.0,72.0,1.0,8.0,,,,2.0,,10623172.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-st-jean/1080/10623172
SART-TILMAN,4031.0,1.0,apartment,apartment,195000.0,,1.0,54.0,,,,,,,,10632481.0,,https://www.immoweb.be/en/classified/apartment/for-sale/sart-tilman/4031/10632481
MOLENBEEK-SAINT-JEAN,1080.0,1.0,apartment,duplex,199000.0,,3.0,120.0,1.0,16.0,,,,2.0,,10615625.0,,https://www.immoweb.be/en/classified/duplex/for-sale/molenbeek-saint-jean/1080/10615625
Antwerpen,2170.0,1.0,apartment,apartment,199000.0,,2.0,100.0,1.0,14.0,,,,2.0,,10466799.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2170/10466799
Bredene,8450.0,1.0,apartment,apartment,199000.0,,1.0,55.0,1.0,,,,,,,10592982.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/10592982
Vaux-sous-Chèvremont,4051.0,1.0,apartment,apartment,203150.0,,2.0,71.0,,,,,,,,10583670.0,,https://www.immoweb.be/en/classified/apartment/for-sale/vaux-sous-ch%C3%A8vremont/4051/10583670
Ronse,9600.0,1.0,apartment,ground floor,199000.0,,2.0,70.0,1.0,,,,,,,10615119.0,good,https://www.immoweb.be/en/classified/ground-floor/for-sale/ronse/9600/10615119
Kortrijk,8500.0,1.0,apartment,apartment,199500.0,,2.0,84.0,,,,,,,,10569591.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10569591
Tienen,3300.0,1.0,apartment,duplex,199990.0,,2.0,109.0,,,,,,2.0,,10500866.0,good,https://www.immoweb.be/en/classified/duplex/for-sale/tienen/3300/10500866
Manage,7170.0,1.0,apartment,apartment,200000.0,,5.0,164.0,1.0,,1.0,45.0,,2.0,,10171739.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/manage/7170/10171739
Turnhout,2300.0,1.0,apartment,apartment,204000.0,,1.0,63.0,1.0,6.0,,,,3.0,,10441602.0,,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10441602
Anzegem,8570.0,1.0,apartment,apartment,205000.0,,3.0,108.0,1.0,,,,,,,10522373.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/anzegem/8570/10522373
Fosses-la-Ville,5070.0,1.0,apartment,duplex,209000.0,,4.0,192.0,,,,,,3.0,,10137744.0,just renovated,https://www.immoweb.be/en/classified/duplex/for-sale/fosses-la-ville/5070/10137744
Oudenburg,8460.0,1.0,apartment,ground floor,209000.0,isUnderOption,2.0,110.0,1.0,,,,,,,10617746.0,good,https://www.immoweb.be/en/classified/ground-floor/for-sale/oudenburg/8460/10617746
Denderleeuw,9470.0,0.0,apartment,apartment,209000.0,,1.0,75.0,1.0,,,,,,,10303198.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/denderleeuw/9470/10303198
Vaux-sous-Chèvremont,4051.0,1.0,apartment,apartment,213900.0,,2.0,86.0,,,,,,3.0,,10583671.0,,https://www.immoweb.be/en/classified/apartment/for-sale/vaux-sous-ch%C3%A8vremont/4051/10583671
Forest,1190.0,1.0,apartment,apartment,215000.0,,1.0,80.0,1.0,14.0,,,,,,10625386.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10625386
Wichelen,9260.0,1.0,apartment,apartment,210000.0,,2.0,82.0,1.0,,,,,2.0,,10605680.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/wichelen/9260/10605680
Diegem,1831.0,1.0,apartment,apartment,214950.0,,1.0,65.0,1.0,12.0,,,,4.0,,9862059.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/diegem/1831/9862059
Schaerbeek,1030.0,1.0,apartment,flat studio,210000.0,,0.0,58.0,1.0,2.0,,,,,,10570230.0,to renovate,https://www.immoweb.be/en/classified/flat-studio/for-sale/schaerbeek/1030/10570230
Brye,6222.0,1.0,house,country cottage,560000.0,,3.0,370.0,,,,,1970.0,3.0,,10584084.0,good,https://www.immoweb.be/en/classified/country-cottage/for-sale/brye/6222/10584084
Paliseul,6850.0,1.0,apartment,duplex,215000.0,,2.0,91.0,1.0,32.0,,,,2.0,,10625111.0,just renovated,https://www.immoweb.be/en/classified/duplex/for-sale/paliseul/6850/10625111
Turnhout,2300.0,1.0,apartment,apartment,217000.0,,1.0,72.0,1.0,6.0,,,,3.0,,10441612.0,,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10441612
Antwerp,2660.0,1.0,apartment,apartment,218000.0,,2.0,87.0,,,,,,2.0,,10435469.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2660/10435469
Aalst,9300.0,1.0,apartment,apartment,215000.0,isUnderOption,2.0,110.0,,,,,,3.0,,10346610.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/10346610
Strombeek-Bever,1853.0,1.0,apartment,apartment,215000.0,isUnderOption,2.0,66.0,1.0,4.0,,,,3.0,,10574075.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/strombeek-bever/1853/10574075
Temse,9140.0,1.0,house,house,575000.0,,4.0,225.0,1.0,60.0,,,347.0,3.0,1.0,10522086.0,as new,https://www.immoweb.be/en/classified/house/for-sale/temse/9140/10522086
Leuven,3010.0,1.0,house,house,575000.0,,3.0,163.0,1.0,30.0,1.0,80.0,288.0,3.0,,10610407.0,good,https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/10610407
Kortemark,8610.0,1.0,house,villa,585000.0,,6.0,408.0,1.0,60.0,1.0,600.0,1531.0,4.0,,10621191.0,good,https://www.immoweb.be/en/classified/villa/for-sale/kortemark/8610/10621191
Gent,9000.0,,house,house,585000.0,,5.0,329.0,,,,,390.0,2.0,,10624318.0,to renovate,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10624318
Wépion,5100.0,1.0,house,house,590000.0,isUnderOption,4.0,310.0,1.0,100.0,1.0,1450.0,1620.0,4.0,1.0,10565738.0,as new,https://www.immoweb.be/en/classified/house/for-sale/w%C3%A9pion/5100/10565738
Ganshoren,1083.0,1.0,house,town house,595000.0,isUnderOption,3.0,180.0,1.0,30.0,1.0,170.0,239.0,2.0,,10500395.0,as new,https://www.immoweb.be/en/classified/town-house/for-sale/ganshoren/1083/10500395
Schaerbeek,1030.0,1.0,house,apartment block,595000.0,,4.0,270.0,,,1.0,245.0,330.0,2.0,,10011344.0,to renovate,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10011344
Koekelberg,1081.0,1.0,house,apartment block,595000.0,,5.0,250.0,1.0,50.0,1.0,200.0,264.0,2.0,,10550939.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/koekelberg/1081/10550939
Sint-Jans-Molenbeek,1080.0,1.0,house,mixed use building,595000.0,,7.0,421.0,,,1.0,38.0,157.0,2.0,,10641016.0,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/sint-jans-molenbeek/1080/10641016
Brugge,8000.0,,house,mansion,595000.0,,8.0,379.0,,,,,293.0,,,10594395.0,to renovate,https://www.immoweb.be/en/classified/mansion/for-sale/brugge/8000/10594395
Kapelle-op-den-Bos,1880.0,1.0,house,house,595000.0,,3.0,325.0,1.0,32.0,,,671.0,2.0,,10598639.0,good,https://www.immoweb.be/en/classified/house/for-sale/kapelle-op-den-bos/1880/10598639
Molenbeek-Saint-Jean,1080.0,1.0,house,apartment block,625000.0,isUnderOption,4.0,312.0,,,1.0,100.0,0.0,3.0,,10579638.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/10579638
Kontich,2550.0,1.0,house,house,595000.0,isUnderOption,3.0,200.0,1.0,,,,930.0,4.0,,10395024.0,,https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/10395024
Brussels City,1020.0,1.0,house,house,599000.0,,7.0,356.0,,,,,250.0,2.0,,9895037.0,just renovated,https://www.immoweb.be/en/classified/house/for-sale/brussels%20city/1020/9895037
SINT-AMANDSBERG,9040.0,1.0,house,mansion,595000.0,,5.0,384.0,1.0,,,,0.0,2.0,,10593487.0,good,https://www.immoweb.be/en/classified/mansion/for-sale/sint-amandsberg/9040/10593487
Wavre,1300.0,1.0,house,villa,599500.0,,4.0,230.0,1.0,15.0,1.0,1000.0,1500.0,4.0,,10374849.0,good,https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10374849
De Haan,8420.0,1.0,house,house,595000.0,,3.0,171.0,1.0,,,,410.0,4.0,,10607224.0,as new,https://www.immoweb.be/en/classified/house/for-sale/de%20haan/8420/10607224
Nivelles,1400.0,1.0,house,exceptional property,600000.0,,3.0,244.0,1.0,10.0,1.0,3558.0,3718.0,4.0,,10569154.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/nivelles/1400/10569154
Schaerbeek,1030.0,0.0,house,house,599000.0,,8.0,285.0,1.0,15.0,1.0,90.0,185.0,2.0,,10534028.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10534028
Brussels City,1020.0,1.0,house,apartment block,599000.0,,7.0,356.0,,,,,250.0,2.0,,9895036.0,just renovated,https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels%20city/1020/9895036
Haacht,3150.0,1.0,house,house,619000.0,,4.0,256.0,1.0,30.0,1.0,400.0,578.0,3.0,,10610481.0,as new,https://www.immoweb.be/en/classified/house/for-sale/haacht/3150/10610481
Braine-le-Comte,7090.0,1.0,house,villa,625000.0,isUnderOption,4.0,328.0,,,1.0,1355.0,1682.0,4.0,,10509340.0,as new,https://www.immoweb.be/en/classified/villa/for-sale/braine-le-comte/7090/10509340
Herne,1540.0,1.0,house,exceptional property,630000.0,,5.0,,1.0,,1.0,3232.0,4170.0,4.0,,10641520.0,to renovate,https://www.immoweb.be/en/classified/exceptional-property/for-sale/herne/1540/10641520
Beersel,1650.0,1.0,house,villa,650000.0,isUnderOption,7.0,420.0,,,,,1108.0,4.0,,10150348.0,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/beersel/1650/10150348
Jette,1090.0,0.0,house,apartment block,635000.0,isUnderOption,6.0,323.0,,,1.0,211.0,305.0,2.0,,10095459.0,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/jette/1090/10095459
Asse,1730.0,1.0,house,house,649000.0,,4.0,550.0,1.0,100.0,,,490.0,3.0,,10567966.0,good,https://www.immoweb.be/en/classified/house/for-sale/asse/1730/10567966
BAISY-THY,1470.0,1.0,house,villa,645000.0,isUnderOption,4.0,260.0,1.0,30.0,,,1412.0,4.0,,9474750.0,good,https://www.immoweb.be/en/classified/villa/for-sale/baisy-thy/1470/9474750
Dentergem,8720.0,1.0,apartment,apartment,219500.0,,1.0,97.0,1.0,4.0,,,,,,10491062.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/dentergem/8720/10491062
Edegem,2650.0,1.0,house,house,645000.0,,4.0,183.0,1.0,32.0,1.0,103.0,330.0,3.0,,10593894.0,as new,https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/10593894
Tubize,1480.0,1.0,apartment,apartment,220000.0,,2.0,72.0,1.0,4.0,,,,4.0,,10571057.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/10571057
Leopoldsburg,3970.0,1.0,apartment,apartment,219000.0,,2.0,99.0,1.0,,,,,4.0,,10622512.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/leopoldsburg/3970/10622512
Meise,1861.0,,house,house,649000.0,,4.0,271.0,1.0,1.0,1.0,1.0,1979.0,3.0,,10599801.0,to be done up,https://www.immoweb.be/en/classified/house/for-sale/meise/1861/10599801
Koekelberg,1081.0,1.0,apartment,apartment,220000.0,isUnderOption,2.0,87.0,1.0,2.0,,,,2.0,,10494043.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/10494043
Ronse,9600.0,1.0,apartment,ground floor,219000.0,,2.0,70.0,1.0,,,,,,,10615121.0,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/ronse/9600/10615121
Anderlecht,1070.0,1.0,apartment,apartment,225000.0,isUnderOption,2.0,88.0,1.0,4.0,,,,2.0,,10453342.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10453342
Mol,2400.0,1.0,apartment,ground floor,224000.0,isUnderOption,1.0,83.0,1.0,,,,,,,10597845.0,good,https://www.immoweb.be/en/classified/ground-floor/for-sale/mol/2400/10597845
Dentergem,8720.0,1.0,apartment,apartment,219500.0,,1.0,97.0,1.0,4.0,,,,,,10593013.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/dentergem/8720/10593013
Wetteren,9230.0,,apartment,apartment,225000.0,,1.0,77.0,1.0,,,,,,,10628181.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/10628181
Arlon,6700.0,,apartment,apartment,230000.0,,2.0,75.0,,,,,,2.0,,10302409.0,,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/10302409
Dottignies,7711.0,1.0,apartment,apartment,232000.0,,2.0,130.0,,,,,,4.0,,10613839.0,good,https://www.immoweb.be/en/classified/apartment/for-sale/dottignies/7711/10613839
Ottignies-Louvain-la-Neuve,1348.0,1.0,apartment,flat studio,235000.0,isUnderOption,1.0,54.0,1.0,,,,,,,10559176.0,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/ottignies-louvain-la-neuve/1348/10559176
Forest,1190.0,1.0,apartment,apartment,230000.0,isUnderOption,1.0,62.0,,,,,,2.0,,10399953.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10399953
Sint-Pieters-Leeuw Vlezenbeek,1602.0,1.0,apartment,apartment,235000.0,,2.0,65.0,1.0,3.0,,,,2.0,,10563802.0,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw%20vlezenbeek/1602/10563802
Lessines,7860.0,1.0,apartment,apartment,235000.0,,2.0,75.0,1.0,12.0,,,,,,10596819.0,as new,https://www.immoweb.be/en/classified/apartment/for-sale/lessines/7860/10596819
Uccle,1180.0,1.0,apartment,apartment,235000.0,isUnderOption,1.0,64.0,1.0,7.0,,,,2.0,,10525419.0,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10525419
