Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Terrace area,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,Gooik,1755,1,house,house,369000,,3,180,1,24,,,1150,4,,10417975,to be done up,https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/10417975
,Chaumont-Gistoux,1325,1,house,villa,385000,,3,125,1,20,1,900,1043,4,,10650920,good,https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/10650920
,Aywaille,4920,1,house,villa,399000,isUnderOption,3,148,1,40,1,750,1278,4,1,10651067,good,https://www.immoweb.be/en/classified/villa/for-sale/aywaille/4920/10651067
,Woluwe-Saint-Pierre,1150,1,house,house,1030000,isUnderOption,4,187,1,,1,311,388,3,,10653112,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10653112
,Machelen (vlaams-brabant),1830,1,house,house,495000,,4,202,1,,1,824,955,3,,10652807,to renovate,https://www.immoweb.be/en/classified/house/for-sale/machelen%20%28vlaams-brabant%29/1830/10652807
,Londerzeel,1840,1,house,house,425000,,3,190,1,195,1,450,814,4,,10658240,good,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10658240
,Rixensart,1332,1,house,villa,480000,isUnderOption,4,191,1,,1,696,696,4,,10657786,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1332/10657786
,BERCHEUX,6642,1,house,house,450000,,4,210,,,,,1497,4,,10658476,as new,https://www.immoweb.be/en/classified/house/for-sale/bercheux/6642/10658476
,Woluwe-Saint-Pierre,1150,1,house,house,525000,,3,106,1,40,,,112,2,,10658695,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10658695
,Antwerp,2000,1,house,mixed use building,115000,,1,32,,,,,332,2,,10670803,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerp/2000/10670803
,Etterbeek,1040,1,house,apartment block,575000,,4,145,,,,,50,3,,10668958,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/10668958
,Oud-Heverlee,3050,1,house,mixed use building,425000,,3,278,1,,1,300,457,3,,10651623,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oud-heverlee/3050/10651623
,Grez-Doiceau,1390,,house,villa,299000,,3,124,,,1,933,1104,4,,10670845,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/grez-doiceau/1390/10670845
,Lievegem,9930,1,house,house,495000,,4,194,1,66,1,630,975,3,,10651256,good,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9930/10651256
,Kortrijk,8500,1,house,house,368000,,2,150,1,,,,278,2,,10670787,as new,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10670787
,Oud-Heverlee (Blanden),3052,1,house,villa,645000,,4,330,1,45,1,1350,1674,4,,10650829,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/oud-heverlee%20%28blanden%29/3052/10650829
,Waterloo,1410,1,house,villa,650000,,4,195,1,40,,,882,4,,10669730,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10669730
,Wezembeek-Oppem,1970,1,house,house,700000,,4,200,1,,1,435,535,4,,10670836,to be done up,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/10670836
,Mechelen,2800,,house,house,535000,,3,209,1,9,,,64,3,,10658229,to renovate,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10658229
,Remicourt,4350,1,house,house,280000,isUnderOption,4,205,1,35,1,200,456,3,,10648897,good,https://www.immoweb.be/en/classified/house/for-sale/remicourt/4350/10648897
,Kortrijk,8500,1,house,house,368000,,2,150,1,,,,278,2,,10670788,as new,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10670788
,Wezembeek-Oppem,1970,1,house,town house,595000,,3,140,1,30,1,110,251,2,,10668923,good,https://www.immoweb.be/en/classified/town-house/for-sale/wezembeek-oppem/1970/10668923
,Saint-Hubert,6870,1,house,house,270000,,4,160,1,,,,1140,4,,10672532,to be done up,https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/10672532
,Uccle,1180,1,apartment,apartment,460000,,2,104,1,2,,,,2,,10657768,good,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10657768
,Grimbergen,1850,1,apartment,penthouse,490000,,3,142,1,75,,,,,,10671842,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/grimbergen/1850/10671842
,Antwerp,2000,1,apartment,flat studio,115000,,1,32,,,,,,2,,10670794,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerp/2000/10670794
,Etterbeek,1040,1,apartment,apartment,645000,,4,182,1,30,,,,2,,10658199,good,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10658199
,Nivelles,1400,1,house,house,368000,,3,221,1,7,,,489,4,,10649662,to renovate,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/10649662
,Zeebrugge,8380,1,apartment,apartment,299000,,2,106,1,10,,,,2,,10540626,good,https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/10540626
,Evere,1140,1,apartment,apartment,215000,,2,70,1,3,,,,2,,10671068,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10671068
,Molenbeek-Saint-Jean,1080,1,apartment,apartment,180000,,1,71,,,,,,2,,10670583,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10670583
,Gent,9000,1,apartment,apartment,175000,,2,64,,,,,,,,10671160,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10671160
,Dilbeek,1702,1,house,house,349000,,2,215,1,,,,244,3,,10648597,to be done up,https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1702/10648597
,Etterbeek,1040,1,apartment,apartment,715000,,2,146,1,10,,,,2,,10644855,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10644855
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,240000,,2,74,1,17,,,,,,10666348,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10666348
,Bruxelles,1000,1,apartment,apartment,245000,,2,79,,,,,,2,,10666878,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10666878
,Evere,1140,1,apartment,apartment,215000,,2,70,1,3,,,,2,,10671067,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10671067
,Jette,1090,1,apartment,apartment,249000,,2,100,1,12,,,,2,,10668189,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10668189
,Molenbeek-Saint-Jean,1080,1,apartment,apartment,275000,,2,91,1,7,,,,4,,10666516,as new,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10666516
,Dilbeek,1700,1,apartment,apartment,285000,,2,105,1,5,1,60,,2,,10666507,good,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10666507
,Woluwe-Saint-Pierre,1150,1,apartment,apartment,330000,isUnderOption,2,83,1,,,,,,,10666430,as new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10666430
,Uccle,1180,1,apartment,apartment,280000,,2,83,1,19,,,,2,,10668365,good,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10668365
,Anderlecht,1070,1,apartment,penthouse,349000,,2,165,,,,,,2,,10667427,good,https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/10667427
,Les Bons Villers Villers-Perwin,6210,1,apartment,service flat,170000,,1,45,1,8,,,,,1,10666397,as new,https://www.immoweb.be/en/classified/service-flat/for-sale/les%20bons%20villers%20villers-perwin/6210/10666397
,Deinze,9800,1,apartment,apartment,625000,,3,246,1,27,,,,4,,10666575,good,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/10666575
,Uccle,1180,1,apartment,penthouse,1340000,,3,179,1,,,,,2,,10655004,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/10655004
,Nivelles,1400,1,house,house,478000,,3,221,1,7,,,952,4,,10649663,to renovate,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/10649663
,Ronse,9600,1,house,exceptional property,525000,isUnderOption,4,196,1,40,1,5260,195,4,,10648910,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/ronse/9600/10648910
,Bruxelles,1050,1,apartment,apartment,360000,,1,82,1,21,,,,2,,10656771,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1050/10656771
,Vlezenbeek,1602,1,apartment,apartment,325000,,2,95,1,6,,,,2,,10667436,good,https://www.immoweb.be/en/classified/apartment/for-sale/vlezenbeek/1602/10667436
,Erpe-Mere,9420,1,house,house,298000,,3,190,1,,1,350,600,4,,10662191,to be done up,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10662191
,Watermael-Boitsfort,1170,1,house,house,1295000,,4,249,1,22,1,165,245,2,,10648645,as new,https://www.immoweb.be/en/classified/house/for-sale/watermael-boitsfort/1170/10648645
,Gent,9000,1,apartment,apartment,359000,,2,80,1,5,,,,2,,10656608,good,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10656608
,Halle,1500,1,house,house,845000,,4,253,1,,1,550,1170,3,,10667482,just renovated,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/10667482
,LIPPELO,2890,1,house,villa,1195000,,4,512,,,,,12027,4,1,10672186,good,https://www.immoweb.be/en/classified/villa/for-sale/lippelo/2890/10672186
,Cheratte,4602,1,house,house,179000,,3,104,1,16,,,326,2,,10671477,good,https://www.immoweb.be/en/classified/house/for-sale/cheratte/4602/10671477
,Vielsalm,6690,1,house,house,180000,,2,117,1,20,1,409,504,3,,10529382,to be done up,https://www.immoweb.be/en/classified/house/for-sale/vielsalm/6690/10529382
,Seraing,4100,1,house,house,149000,,2,110,1,13,1,54,185,2,,10646830,good,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10646830
,Ronse,9600,1,house,apartment block,349900,,5,226,,,1,18,151,2,,10647031,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/ronse/9600/10647031
,Anderlecht,1070,1,house,house,380000,,1,180,1,14,1,85,227,2,,10547250,to be done up,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/10547250
,Ronse,9600,1,house,house,179000,,3,117,,,1,17,80,2,,10645838,just renovated,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10645838
,Dilbeek,1702,1,house,town house,369000,,3,157,1,,,,227,3,,10531194,good,https://www.immoweb.be/en/classified/town-house/for-sale/dilbeek/1702/10531194
,Mol,2400,1,house,villa,375000,,4,200,1,,1,700,836,4,,10671779,just renovated,https://www.immoweb.be/en/classified/villa/for-sale/mol/2400/10671779
,Durbuy,6941,1,house,house,495000,,5,451,1,,1,1110,1110,3,,10645850,as new,https://www.immoweb.be/en/classified/house/for-sale/durbuy/6941/10645850
,Woluwe-Saint-Lambert,1200,1,house,house,845000,,4,239,1,1,1,163,280,3,,10645588,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10645588
,Berlare,9290,1,house,house,439000,,4,200,1,,,,570,4,,10656370,good,https://www.immoweb.be/en/classified/house/for-sale/berlare/9290/10656370
,Dilbeek,1700,1,house,exceptional property,1495000,,4,381,1,,,,14528,4,1,10645551,as new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/dilbeek/1700/10645551
,Trooz,4870,0,house,mixed use building,229000,,3,180,1,25,,,140,2,,10656202,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/trooz/4870/10656202
,Beveren,9120,1,house,house,330000,,3,137,1,20,1,171,248,2,,10658484,as new,https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/10658484
,Woluwe-Saint-Pierre,1150,1,house,house,725000,,4,189,,,1,24,120,2,,10656328,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10656328
,Wanze,4520,1,house,house,460000,,4,240,1,,,,2600,4,,10657030,as new,https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/10657030
,Gent,9000,1,house,house,565000,,4,165,,,1,63,101,2,,10666555,as new,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10666555
,Wilrijk,2610,1,house,house,415000,,2,190,,,,,94,,,10607273,good,https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/10607273
,Bruxelles ville,1000,1,apartment,apartment,675000,,1,98,1,9,,,,,,10177393,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles%20ville/1000/10177393
,Ixelles,1050,1,apartment,apartment,1537000,,2,160,1,91,,,,2,,10582158,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10582158
,Schaerbeek,1030,1,apartment,apartment,195000,,2,91,,,,,,2,,10663706,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10663706
,Evere,1140,1,apartment,apartment,250000,,2,80,1,10,,,,2,,10663788,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10663788
,Willebroek,2830,1,apartment,duplex,305000,,3,140,1,12,,,,,,10665406,good,https://www.immoweb.be/en/classified/duplex/for-sale/willebroek/2830/10665406
,Ixelles,1050,1,apartment,apartment,365000,,2,100,,,,,,2,,10610567,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10610567
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,305000,,2,94,1,9,,,,2,,10624441,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10624441
,Musson,6750,,apartment,apartment,245000,,4,176,1,30,,,,2,,10664199,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/musson/6750/10664199
,Saint-Gilles,1060,1,apartment,flat studio,195000,,0,35,,,,,,,,10670714,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/saint-gilles/1060/10670714
,Ixelles,1050,1,apartment,flat studio,195000,,0,35,,,,,,,,10670715,good,https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/10670715
,Knokke-Heist,8300,1,apartment,duplex,2990000,,3,184,1,16,,,,2,,10663950,as new,https://www.immoweb.be/en/classified/duplex/for-sale/knokke-heist/8300/10663950
,Berchem,2600,1,apartment,apartment,369000,,3,128,1,4,,,,2,,10670799,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/10670799
,Antwerp,2018,1,apartment,penthouse,569000,,2,164,1,74,,,,2,,10670801,just renovated,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2018/10670801
,Schaerbeek,1030,1,apartment,apartment,137500,,1,28,1,2,,,,4,,10654643,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10654643
,Willebroek,2830,1,apartment,apartment,139000,,2,78,1,,,,,,,10655080,good,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/10655080
,Liege,4020,1,apartment,apartment,199000,,2,79,1,7,,,,2,,10654295,good,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/10654295
,Antwerp,2100,1,apartment,apartment,210000,,2,80,1,12,,,,2,,10653804,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2100/10653804
,Brussels City,1000,1,apartment,apartment,237500,,1,54,1,3,,,,2,,10654642,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10654642
,Jette,1090,1,apartment,apartment,240000,,2,118,1,2,,,,2,,10654221,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10654221
,Molenbeek-Saint-Jean,1080,1,apartment,duplex,280000,,3,165,,,,,,2,,10653694,good,https://www.immoweb.be/en/classified/duplex/for-sale/molenbeek-saint-jean/1080/10653694
,Wilrijk,2610,1,apartment,apartment,369000,,3,128,1,4,,,,2,,10670800,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/10670800
,Antwerp,2018,1,apartment,apartment,569000,,2,164,1,74,,,,2,,10670805,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/10670805
,Evere,1140,1,apartment,apartment,385000,,2,100,1,5,,,,2,,10668996,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10668996
,Uccle,1180,1,apartment,penthouse,415000,,2,92,1,31,,,,2,,10663541,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/10663541
,Waterloo,1410,1,house,house,395000,,3,165,1,,,,311,2,,10664489,good,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10664489
,Oudenaarde,9700,1,house,house,318000,,3,261,1,54,1,158,272,2,,10670384,to be done up,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10670384
,Wielsbeke,8710,1,house,villa,550000,,4,250,1,,,,801,4,,10665450,good,https://www.immoweb.be/en/classified/villa/for-sale/wielsbeke/8710/10665450
,Esneux,4130,1,house,villa,399000,,4,166,,,,,910,4,,10670789,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/esneux/4130/10670789
,Uccle,1180,,house,mixed use building,585000,,2,170,1,2,1,20,85,2,,10670474,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/uccle/1180/10670474
,Sprimont,4140,1,house,villa,975000,,6,345,1,,,,4400,4,1,10668844,good,https://www.immoweb.be/en/classified/villa/for-sale/sprimont/4140/10668844
,Woluwe-Saint-Pierre,1150,1,apartment,duplex,510000,isUnderOption,2,110,1,18,,,,2,,10653908,as new,https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-pierre/1150/10653908
,Gavere,9890,1,house,house,362500,,3,174,1,9,1,15,198,2,,10663836,as new,https://www.immoweb.be/en/classified/house/for-sale/gavere/9890/10663836
,SINT-AMANDS,2890,1,house,house,268000,,2,156,1,87,,,202,3,,10361144,good,https://www.immoweb.be/en/classified/house/for-sale/sint-amands/2890/10361144
,Merksem,2170,,house,house,285000,,2,163,,,1,145,215,2,,10655551,to renovate,https://www.immoweb.be/en/classified/house/for-sale/merksem/2170/10655551
,Diest,3290,1,house,house,359000,,3,220,1,30,1,80,216,3,,10654262,good,https://www.immoweb.be/en/classified/house/for-sale/diest/3290/10654262
,Gent,9000,1,house,mixed use building,495000,,6,295,1,6,,,365,3,,10655537,to restore,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gent/9000/10655537
,SINAAI,9112,1,house,house,349000,,3,198,,,,,372,3,,10654635,good,https://www.immoweb.be/en/classified/house/for-sale/sinaai/9112/10654635
,Gavere,9890,1,house,house,389500,,3,197,1,10,1,16,223,3,,10663835,as new,https://www.immoweb.be/en/classified/house/for-sale/gavere/9890/10663835
,Rixensart,1330,1,house,house,735000,,4,225,1,,1,2000,3700,4,,10654079,good,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/10654079
,Woluwe-Saint-Pierre,1150,1,house,villa,1050000,,4,210,1,12,1,300,592,4,,10653912,as new,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/10653912
,Eeklo,9900,1,house,villa,469000,,4,211,1,93,1,187,600,4,1,10657382,good,https://www.immoweb.be/en/classified/villa/for-sale/eeklo/9900/10657382
,Laeken,1020,1,house,apartment block,849000,,6,300,1,15,1,40,185,2,,10662656,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/laeken/1020/10662656
,Nieuwpoort,8620,1,house,house,448000,isUnderOption,3,225,1,,,,781,3,,10661232,to renovate,https://www.immoweb.be/en/classified/house/for-sale/nieuwpoort/8620/10661232
,Uccle,1180,,house,house,875000,,5,315,1,40,1,1000,1500,4,,10659977,to be done up,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10659977
,Grimbergen,1853,1,house,exceptional property,715000,,4,321,1,,,,437,3,,10669451,just renovated,https://www.immoweb.be/en/classified/exceptional-property/for-sale/grimbergen/1853/10669451
,Uccle,1180,1,house,mixed use building,620000,,2,176,,,1,90,165,2,,10662921,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/uccle/1180/10662921
,Aubange Halanzy,6792,1,house,house,265000,,3,200,1,30,1,1060,1260,4,,10666692,to be done up,https://www.immoweb.be/en/classified/house/for-sale/aubange%20halanzy/6792/10666692
,Wetteren,9230,1,house,house,298000,,5,191,1,,1,357,505,3,,10670152,to renovate,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10670152
,Beersel,1650,1,house,apartment block,395000,,2,164,1,,,,240,3,,10655069,to be done up,https://www.immoweb.be/en/classified/apartment-block/for-sale/beersel/1650/10655069
